时间,电压传感器值,电流传感器值,位移传感器值,
  21:31:58 ,66,0,0,
  21:31:58 ,66,0,0,
  21:31:58 ,66,0,0,
  21:31:58 ,66,0,0,
  21:31:57 ,66,0,0,
  21:31:57 ,66,0,0,
  21:31:57 ,66,0,0,
  21:31:57 ,66,0,0,
  21:31:57 ,66,0,0,
  21:31:56 ,66,0,0,
  21:31:56 ,66,0,0,
  21:31:56 ,66,0,0,
  21:31:56 ,66,0,0,
  21:31:56 ,66,0,0,
  21:31:55 ,66,0,0,
  21:31:55 ,66,0,0,
  21:31:55 ,66,0,0,
  21:31:55 ,66,0,0,
  21:31:55 ,66,0,0,
  21:31:54 ,66,0,0,
  21:31:54 ,66,0,0,
  21:31:54 ,66,0,0,
  21:31:54 ,66,0,0,
  21:31:54 ,66,0,0,
  21:31:53 ,66,0,0,
  21:31:53 ,66,0,0,
  21:31:53 ,66,0,0,
  21:31:53 ,66,0,0,
  21:31:53 ,66,1,0,
  21:31:52 ,58,30,0,
  21:31:52 ,26,95,0,
  21:31:52 ,23,96,0,
  21:31:52 ,25,96,0,
  21:31:52 ,25,95,0,
  21:31:51 ,24,94,0,
  21:31:51 ,26,93,0,
  21:31:51 ,25,95,0,
  21:31:51 ,24,95,0,
  21:31:51 ,27,94,0,
  21:31:50 ,25,94,0,
  21:31:50 ,26,95,0,
  21:31:50 ,26,95,0,
  21:31:50 ,24,95,0,
  21:31:50 ,26,94,0,
  21:31:49 ,26,94,0,
  21:31:49 ,24,96,0,
  21:31:49 ,22,98,0,
  21:31:49 ,25,96,0,
  21:31:49 ,25,95,0,
  21:31:48 ,24,96,0,
  21:31:48 ,23,96,0,
  21:31:48 ,23,97,0,
  21:31:48 ,24,95,0,
  21:31:48 ,26,95,0,
  21:31:47 ,22,98,0,
  21:31:47 ,23,96,0,
  21:31:47 ,25,95,0,
  21:31:47 ,24,95,0,
  21:31:47 ,25,95,0,
  21:31:46 ,27,94,0,
  21:31:46 ,23,96,0,
  21:31:46 ,22,97,0,
  21:31:46 ,25,96,0,
  21:31:46 ,24,96,0,
  21:31:45 ,25,97,0,
  21:31:45 ,22,98,0,
  21:31:45 ,25,96,0,
  21:31:45 ,23,99,0,
  21:31:45 ,25,96,0,
  21:31:44 ,25,95,0,
  21:31:44 ,23,99,0,
  21:31:44 ,22,98,0,
  21:31:44 ,26,94,0,
  21:31:44 ,23,98,0,
  21:31:43 ,26,94,0,
  21:31:43 ,24,97,0,
  21:31:43 ,21,99,0,
  21:31:43 ,22,98,0,
  21:31:43 ,22,98,0,
  21:31:42 ,22,97,0,
  21:31:42 ,28,93,0,
  21:31:42 ,26,96,0,
  21:31:42 ,26,93,0,
  21:31:42 ,30,92,0,
  21:31:41 ,27,95,0,
  21:31:41 ,22,99,0,
  21:31:41 ,23,98,0,
  21:31:41 ,26,95,0,
  21:31:41 ,24,95,0,
  21:31:40 ,28,93,0,
  21:31:40 ,27,95,0,
  21:31:40 ,24,99,0,
  21:31:40 ,21,101,0,
  21:31:40 ,24,98,0,
  21:31:39 ,21,100,0,
  21:31:39 ,23,98,0,
  21:31:39 ,24,99,0,
  21:31:39 ,23,99,0,
  21:31:39 ,22,99,0,
  21:31:38 ,24,97,0,
  21:31:38 ,26,96,0,
  21:31:38 ,26,96,0,
  21:31:38 ,25,98,0,
  21:31:38 ,26,97,0,
  21:31:37 ,22,100,0,
  21:31:37 ,25,99,0,
  21:31:37 ,20,101,0,
  21:31:37 ,25,98,0,
  21:31:37 ,23,101,0,
  21:31:36 ,22,101,0,
  21:31:36 ,23,100,0,
  21:31:36 ,24,101,0,
  21:31:36 ,22,101,0,
  21:31:36 ,22,101,0,
  21:31:35 ,20,102,0,
  21:31:35 ,24,99,0,
  21:31:35 ,24,97,0,
  21:31:35 ,29,93,0,
  21:31:35 ,31,92,0,
  21:31:34 ,20,99,0,
  21:31:34 ,22,75,0,
  21:31:34 ,66,0,0,
  21:31:34 ,66,0,0,
  21:31:34 ,65,17,0,
  21:31:33 ,30,91,0,
  21:31:33 ,51,13,0,
  21:31:33 ,66,0,0,
  21:31:33 ,66,0,0,
  21:31:33 ,66,0,0,
  21:31:32 ,66,0,0,
  21:31:32 ,66,0,0,
  21:31:32 ,66,0,0,
  21:31:32 ,66,0,0,
  21:31:32 ,66,0,0,
  21:31:31 ,66,2,0,
  21:31:31 ,55,63,0,
  21:31:31 ,6,119,0,
  21:31:31 ,6,119,0,
  21:31:31 ,6,119,0,
  21:31:30 ,6,113,0,
  21:31:30 ,45,21,0,
  21:31:30 ,66,0,0,
  21:31:30 ,66,10,0,
  21:31:30 ,26,80,0,
  21:31:29 ,65,0,0,
  21:31:29 ,66,0,0,
  21:31:29 ,66,0,0,
  21:31:29 ,66,0,0,
  21:31:29 ,66,0,0,
  21:31:28 ,66,0,0,
  21:31:28 ,66,0,0,
  21:31:28 ,66,0,0,
  21:31:28 ,66,0,0,
  21:31:28 ,66,0,0,
  21:31:27 ,66,0,0,
  21:31:27 ,66,0,0,
  21:31:27 ,66,0,0,
  21:31:27 ,66,0,0,
  21:31:27 ,66,0,0,
  21:31:26 ,66,0,0,
  21:31:26 ,66,0,0,
  21:31:26 ,66,0,0,
  21:31:26 ,66,0,0,
  21:31:26 ,66,0,0,
  21:31:25 ,66,0,0,
  21:31:25 ,66,0,0,
  21:31:25 ,66,0,0,
  21:31:25 ,66,0,0,
  21:31:25 ,66,0,0,
  21:31:24 ,66,0,0,
  21:31:24 ,66,0,0,
  21:31:24 ,66,0,0,
  21:31:24 ,66,0,0,
  21:31:24 ,66,0,0,
  21:31:23 ,66,0,0,
  21:31:23 ,66,0,0,
  21:31:23 ,66,0,0,
  21:31:23 ,66,0,0,
  21:31:23 ,66,0,0,
  21:31:22 ,66,0,0,
  21:31:22 ,66,0,0,
  21:31:22 ,66,0,0,
  21:31:22 ,66,0,0,
  21:31:22 ,66,0,0,
  21:31:21 ,66,0,0,
  21:31:21 ,66,0,0,
  21:31:21 ,66,0,0,
  21:31:21 ,66,0,0,
