时间,电压传感器值,电流传感器值,位移传感器值,
  21:39:04 ,66,0,0,
  21:39:04 ,66,0,0,
  21:39:04 ,66,0,0,
  21:39:04 ,66,0,0,
  21:39:04 ,66,0,0,
  21:39:03 ,66,0,0,
  21:39:03 ,66,0,0,
  21:39:03 ,66,0,0,
  21:39:03 ,66,0,0,
  21:39:03 ,66,0,0,
  21:39:02 ,66,0,0,
  21:39:02 ,66,0,0,
  21:39:02 ,66,0,0,
  21:39:02 ,66,0,0,
  21:39:02 ,66,0,0,
  21:39:01 ,66,0,0,
  21:39:01 ,66,0,0,
  21:39:01 ,66,0,0,
  21:39:01 ,66,0,0,
  21:39:01 ,66,0,0,
  21:39:00 ,66,0,0,
  21:39:00 ,66,0,0,
  21:39:00 ,66,0,0,
  21:39:00 ,66,0,0,
  21:39:00 ,66,0,0,
  21:38:59 ,66,0,0,
  21:38:59 ,66,0,0,
  21:38:59 ,66,0,0,
  21:38:59 ,66,0,0,
  21:38:59 ,66,0,0,
  21:38:58 ,65,14,0,
  21:38:58 ,27,95,0,
  21:38:58 ,25,95,0,
  21:38:58 ,29,91,0,
  21:38:58 ,31,91,0,
  21:38:57 ,26,93,0,
  21:38:57 ,28,92,0,
  21:38:57 ,27,92,0,
  21:38:57 ,32,89,0,
  21:38:57 ,28,94,0,
  21:38:56 ,27,94,0,
  21:38:56 ,24,98,0,
  21:38:56 ,26,96,0,
  21:38:56 ,24,98,0,
  21:38:56 ,23,98,0,
  21:38:55 ,27,95,0,
  21:38:55 ,28,94,0,
  21:38:55 ,28,94,0,
  21:38:55 ,22,98,0,
  21:38:55 ,28,93,0,
  21:38:54 ,30,91,0,
  21:38:54 ,28,95,0,
  21:38:54 ,26,95,0,
  21:38:54 ,24,98,0,
  21:38:54 ,31,91,0,
  21:38:53 ,25,96,0,
  21:38:53 ,28,95,0,
  21:38:53 ,25,96,0,
  21:38:53 ,27,94,0,
  21:38:53 ,31,89,0,
  21:38:52 ,29,91,0,
  21:38:52 ,26,95,0,
  21:38:52 ,28,93,0,
  21:38:52 ,26,95,0,
  21:38:52 ,27,95,0,
  21:38:51 ,25,96,0,
  21:38:51 ,25,96,0,
  21:38:51 ,26,97,0,
  21:38:51 ,24,98,0,
  21:38:51 ,24,97,0,
  21:38:50 ,24,97,0,
  21:38:50 ,27,95,0,
  21:38:50 ,26,96,0,
  21:38:50 ,25,97,0,
  21:38:50 ,23,98,0,
  21:38:49 ,24,97,0,
  21:38:49 ,28,94,0,
  21:38:49 ,24,98,0,
  21:38:49 ,22,100,0,
  21:38:49 ,23,97,0,
  21:38:48 ,31,91,0,
  21:38:48 ,24,97,0,
  21:38:48 ,26,98,0,
  21:38:48 ,26,95,0,
  21:38:48 ,27,95,0,
  21:38:47 ,24,98,0,
  21:38:47 ,24,95,0,
  21:38:47 ,27,94,0,
  21:38:47 ,22,97,0,
  21:38:47 ,29,93,0,
  21:38:46 ,24,97,0,
  21:38:46 ,23,99,0,
  21:38:46 ,27,95,0,
  21:38:46 ,28,95,0,
  21:38:46 ,25,97,0,
  21:38:45 ,23,99,0,
  21:38:45 ,25,97,0,
  21:38:45 ,26,96,0,
  21:38:45 ,26,96,0,
  21:38:45 ,30,94,0,
  21:38:44 ,26,95,0,
  21:38:44 ,26,98,0,
  21:38:44 ,25,97,0,
  21:38:44 ,27,97,0,
  21:38:44 ,23,99,0,
  21:38:43 ,28,94,0,
  21:38:43 ,27,95,0,
  21:38:43 ,28,94,0,
  21:38:43 ,27,96,0,
  21:38:43 ,27,95,0,
  21:38:42 ,26,95,0,
  21:38:42 ,24,98,0,
  21:38:42 ,26,97,0,
  21:38:42 ,26,95,0,
  21:38:42 ,28,94,0,
  21:38:41 ,28,95,0,
  21:38:41 ,27,96,0,
  21:38:41 ,24,98,0,
  21:38:41 ,24,99,0,
  21:38:41 ,27,96,0,
  21:38:40 ,27,96,0,
  21:38:40 ,25,97,0,
  21:38:40 ,26,96,0,
  21:38:40 ,24,98,0,
  21:38:40 ,25,97,0,
  21:38:39 ,29,96,0,
  21:38:39 ,24,99,0,
  21:38:39 ,24,98,0,
  21:38:39 ,27,96,0,
  21:38:39 ,29,93,0,
  21:38:38 ,25,97,0,
  21:38:38 ,29,94,0,
  21:38:38 ,28,94,0,
  21:38:38 ,29,96,0,
  21:38:38 ,26,95,0,
  21:38:37 ,31,92,0,
  21:38:37 ,27,96,0,
  21:38:37 ,24,99,0,
  21:38:37 ,28,96,0,
  21:38:37 ,29,95,0,
  21:38:36 ,25,99,0,
  21:38:36 ,26,98,0,
  21:38:36 ,26,98,0,
  21:38:36 ,25,100,0,
  21:38:36 ,22,102,0,
  21:38:35 ,25,100,0,
  21:38:35 ,25,99,0,
  21:38:35 ,24,101,0,
  21:38:35 ,25,100,0,
  21:38:35 ,22,103,0,
  21:38:34 ,23,101,0,
  21:38:34 ,26,99,0,
  21:38:34 ,27,97,0,
  21:38:34 ,29,95,0,
  21:38:34 ,26,100,0,
  21:38:33 ,22,103,0,
  21:38:33 ,24,100,0,
  21:38:33 ,24,100,0,
  21:38:33 ,26,98,0,
  21:38:33 ,27,94,0,
  21:38:32 ,35,92,0,
  21:38:32 ,24,101,0,
  21:38:32 ,25,100,0,
  21:38:32 ,26,99,0,
  21:38:32 ,22,103,0,
  21:38:31 ,24,96,0,
  21:38:31 ,32,90,0,
  21:38:31 ,28,102,0,
  21:38:31 ,22,97,0,
  21:38:31 ,66,0,0,
  21:38:30 ,66,0,0,
  21:38:30 ,66,0,0,
  21:38:30 ,65,0,0,
  21:38:30 ,65,0,0,
  21:38:30 ,65,0,0,
  21:38:29 ,65,0,0,
  21:38:29 ,65,0,0,
  21:38:29 ,65,0,0,
  21:38:29 ,65,0,0,
  21:38:29 ,65,0,0,
  21:38:28 ,65,0,0,
  21:38:28 ,65,0,0,
  21:38:28 ,65,0,0,
  21:38:28 ,65,0,0,
  21:38:28 ,65,0,0,
  21:38:27 ,65,0,0,
  21:38:27 ,65,0,0,
  21:38:27 ,65,0,0,
  21:38:27 ,65,0,0,
  21:38:27 ,65,0,0,
  21:38:26 ,65,0,0,
  21:38:26 ,65,0,0,
  21:38:26 ,65,0,0,
  21:38:26 ,65,3,0,
  21:38:26 ,49,75,0,
  21:38:25 ,7,119,0,
  21:38:25 ,7,118,0,
  21:38:25 ,7,118,0,
  21:38:25 ,7,118,0,
  21:38:25 ,7,114,0,
  21:38:24 ,23,99,0,
  21:38:24 ,24,92,0,
  21:38:24 ,65,0,0,
  21:38:24 ,65,0,0,
  21:38:24 ,65,0,0,
  21:38:23 ,65,0,0,
  21:38:23 ,65,0,0,
  21:38:23 ,65,0,0,
  21:38:23 ,65,0,0,
  21:38:23 ,65,0,0,
  21:38:22 ,65,0,0,
  21:38:22 ,65,0,0,
  21:38:22 ,65,0,0,
  21:38:22 ,65,0,0,
  21:38:22 ,65,0,0,
  21:38:21 ,65,0,0,
  21:38:21 ,65,0,0,
  21:38:21 ,65,0,0,
  21:38:21 ,65,0,0,
  21:38:21 ,65,0,0,
  21:38:20 ,65,0,0,
  21:38:20 ,65,0,0,
  21:38:20 ,65,0,0,
  21:38:20 ,65,0,0,
  21:38:20 ,65,0,0,
  21:38:19 ,65,0,0,
  21:38:19 ,65,0,0,
  21:38:19 ,65,0,0,
  21:38:19 ,65,0,0,
  21:38:19 ,65,0,0,
