时间,电压传感器值,电流传感器值,位移传感器值
  21:13:58 ,26,95,0
  21:13:58 ,24,94,0
  21:13:58 ,27,93,0
  21:13:58 ,27,95,0
  21:13:57 ,24,97,0
  21:13:57 ,23,96,0
  21:13:57 ,22,98,0
  21:13:57 ,23,98,0
  21:13:57 ,26,94,0
  21:13:56 ,27,93,0
  21:13:56 ,27,94,0
  21:13:56 ,21,99,0
  21:13:56 ,25,95,0
  21:13:56 ,23,96,0
  21:13:55 ,24,98,0
  21:13:55 ,22,98,0
  21:13:55 ,23,97,0
  21:13:55 ,26,95,0
  21:13:55 ,25,96,0
  21:13:54 ,24,97,0
  21:13:54 ,24,98,0
  21:13:54 ,24,98,0
  21:13:54 ,27,93,0
  21:13:54 ,28,94,0
  21:13:53 ,24,96,0
  21:13:53 ,27,93,0
  21:13:53 ,26,94,0
  21:13:53 ,25,96,0
  21:13:53 ,25,96,0
  21:13:52 ,22,98,0
  21:13:52 ,23,98,0
  21:13:52 ,24,95,0
  21:13:52 ,26,95,0
  21:13:52 ,25,97,0
  21:13:51 ,25,95,0
  21:13:51 ,25,96,0
  21:13:51 ,23,98,0
  21:13:51 ,24,96,0
  21:13:51 ,24,97,0
  21:13:50 ,22,98,0
  21:13:50 ,24,97,0
  21:13:50 ,25,97,0
  21:13:50 ,23,98,0
  21:13:50 ,26,96,0
  21:13:49 ,22,98,0
  21:13:49 ,25,97,0
  21:13:49 ,25,96,0
  21:13:49 ,24,96,0
  21:13:49 ,23,98,0
  21:13:48 ,24,97,0
  21:13:48 ,27,94,0
  21:13:48 ,28,94,0
  21:13:48 ,25,94,0
  21:13:48 ,29,93,0
  21:13:47 ,29,92,0
  21:13:47 ,27,93,0
  21:13:47 ,30,90,0
  21:13:47 ,26,95,0
  21:13:47 ,24,97,0
  21:13:46 ,23,97,0
  21:13:46 ,27,94,0
  21:13:46 ,27,96,0
  21:13:46 ,25,95,0
  21:13:46 ,25,98,0
  21:13:45 ,26,96,0
  21:13:45 ,28,93,0
  21:13:45 ,27,94,0
  21:13:45 ,28,94,0
  21:13:45 ,27,94,0
  21:13:44 ,26,95,0
  21:13:44 ,26,95,0
  21:13:44 ,29,92,0
  21:13:44 ,22,99,0
  21:13:44 ,23,98,0
  21:13:43 ,27,93,0
  21:13:43 ,25,97,0
  21:13:43 ,24,98,0
  21:13:43 ,23,99,0
  21:13:43 ,23,99,0
  21:13:42 ,23,98,0
  21:13:42 ,24,98,0
  21:13:42 ,26,96,0
  21:13:42 ,27,96,0
  21:13:42 ,26,96,0
  21:13:41 ,26,96,0
  21:13:41 ,25,97,0
  21:13:41 ,22,99,0
  21:13:41 ,22,100,0
  21:13:41 ,26,97,0
  21:13:40 ,27,96,0
  21:13:40 ,24,98,0
  21:13:40 ,28,95,0
  21:13:40 ,25,98,0
  21:13:40 ,24,98,0
  21:13:39 ,25,99,0
  21:13:39 ,24,98,0
  21:13:39 ,24,98,0
  21:13:39 ,26,96,0
  21:13:39 ,25,98,0
  21:13:38 ,25,97,0
  21:13:38 ,24,100,0
  21:13:38 ,24,99,0
  21:13:38 ,24,98,0
  21:13:38 ,27,97,0
  21:13:37 ,28,96,0
  21:13:37 ,25,98,0
  21:13:37 ,25,96,0
  21:13:37 ,28,95,0
  21:13:37 ,26,98,0
  21:13:36 ,22,102,0
  21:13:36 ,23,100,0
  21:13:36 ,27,98,0
  21:13:36 ,24,100,0
  21:13:36 ,26,98,0
  21:13:35 ,24,101,0
  21:13:35 ,22,102,0
  21:13:35 ,27,96,0
  21:13:35 ,26,94,0
  21:13:35 ,39,83,0
  21:13:34 ,28,99,0
  21:13:34 ,31,92,0
  21:13:34 ,25,106,0
  21:13:34 ,18,106,0
  21:13:34 ,26,47,0
  21:13:33 ,68,0,0
  21:13:33 ,68,0,0
  21:13:33 ,68,0,0
  21:13:33 ,68,0,0
  21:13:33 ,68,0,0
  21:13:32 ,68,0,0
  21:13:32 ,68,0,0
  21:13:32 ,68,0,0
  21:13:32 ,68,0,0
  21:13:32 ,68,0,0
  21:13:31 ,68,0,0
  21:13:31 ,68,0,0
  21:13:31 ,68,0,0
  21:13:31 ,68,0,0
  21:13:31 ,68,1,0
  21:13:30 ,61,36,0
  21:13:30 ,32,103,0
  21:13:30 ,7,118,0
  21:13:30 ,7,111,0
  21:13:30 ,46,17,0
  21:13:29 ,68,0,0
  21:13:29 ,68,0,0
  21:13:29 ,68,0,0
  21:13:29 ,68,0,0
  21:13:29 ,68,0,0
  21:13:28 ,68,0,0
  21:13:28 ,68,0,0
  21:13:28 ,68,0,0
