时间,电压传感器值,电流传感器值,位移传感器值
  21:35:53 ,66,0,0
  21:35:53 ,66,0,0
  21:35:52 ,66,0,0
  21:35:52 ,66,0,0
  21:35:52 ,66,0,0
  21:35:52 ,66,0,0
  21:35:52 ,66,0,0
  21:35:51 ,66,0,0
  21:35:51 ,66,0,0
  21:35:51 ,66,0,0
  21:35:51 ,66,0,0
  21:35:51 ,66,0,0
  21:35:50 ,66,0,0
  21:35:50 ,66,0,0
  21:35:50 ,66,0,0
  21:35:50 ,66,0,0
  21:35:50 ,66,0,0
  21:35:49 ,66,0,0
  21:35:49 ,66,0,0
  21:35:49 ,66,0,0
  21:35:49 ,66,0,0
  21:35:49 ,66,0,0
  21:35:48 ,66,0,0
  21:35:48 ,66,0,0
  21:35:48 ,66,0,0
  21:35:48 ,66,0,0
  21:35:48 ,66,0,0
  21:35:47 ,66,0,0
  21:35:47 ,66,0,0
  21:35:47 ,66,0,0
  21:35:47 ,66,2,0
  21:35:47 ,55,47,0
  21:35:46 ,31,87,0
  21:35:46 ,30,91,0
  21:35:46 ,27,92,0
  21:35:46 ,24,95,0
  21:35:46 ,26,95,0
  21:35:45 ,27,94,0
  21:35:45 ,24,94,0
  21:35:45 ,24,96,0
  21:35:45 ,22,97,0
  21:35:45 ,24,94,0
  21:35:44 ,27,92,0
  21:35:44 ,28,92,0
  21:35:44 ,25,93,0
  21:35:44 ,27,93,0
  21:35:44 ,25,94,0
  21:35:43 ,27,92,0
  21:35:43 ,26,94,0
  21:35:43 ,25,94,0
  21:35:43 ,23,96,0
  21:35:43 ,22,97,0
  21:35:42 ,23,96,0
  21:35:42 ,25,94,0
  21:35:42 ,23,97,0
  21:35:42 ,22,98,0
  21:35:42 ,23,96,0
  21:35:41 ,25,96,0
  21:35:41 ,21,98,0
  21:35:41 ,21,99,0
  21:35:41 ,22,97,0
  21:35:41 ,23,96,0
  21:35:40 ,26,93,0
  21:35:40 ,23,95,0
  21:35:40 ,27,93,0
  21:35:40 ,24,94,0
  21:35:40 ,24,95,0
  21:35:39 ,26,93,0
  21:35:39 ,26,95,0
  21:35:39 ,24,95,0
  21:35:39 ,25,94,0
  21:35:39 ,22,96,0
  21:35:38 ,21,97,0
  21:35:38 ,22,97,0
  21:35:38 ,28,93,0
  21:35:38 ,25,95,0
  21:35:38 ,23,96,0
  21:35:37 ,23,95,0
  21:35:37 ,22,97,0
  21:35:37 ,25,95,0
  21:35:37 ,21,98,0
  21:35:37 ,24,95,0
  21:35:36 ,22,96,0
  21:35:36 ,24,95,0
  21:35:36 ,27,93,0
  21:35:36 ,26,92,0
  21:35:36 ,25,95,0
  21:35:35 ,25,97,0
  21:35:35 ,23,97,0
  21:35:35 ,23,95,0
  21:35:35 ,23,96,0
  21:35:35 ,26,95,0
  21:35:34 ,26,93,0
  21:35:34 ,26,95,0
  21:35:34 ,23,97,0
  21:35:34 ,22,98,0
  21:35:34 ,23,96,0
  21:35:33 ,23,96,0
  21:35:33 ,26,94,0
  21:35:33 ,23,97,0
  21:35:33 ,26,93,0
  21:35:33 ,25,95,0
  21:35:32 ,22,99,0
  21:35:32 ,24,96,0
  21:35:32 ,24,95,0
  21:35:32 ,25,95,0
  21:35:32 ,24,95,0
  21:35:31 ,25,96,0
  21:35:31 ,23,96,0
  21:35:31 ,26,94,0
  21:35:31 ,24,95,0
  21:35:31 ,26,94,0
  21:35:30 ,24,95,0
  21:35:30 ,24,96,0
  21:35:30 ,26,93,0
  21:35:30 ,21,97,0
  21:35:30 ,23,98,0
  21:35:29 ,22,98,0
  21:35:29 ,23,96,0
  21:35:29 ,23,97,0
  21:35:29 ,24,97,0
  21:35:29 ,22,99,0
  21:35:28 ,25,97,0
  21:35:28 ,22,97,0
  21:35:28 ,26,96,0
  21:35:28 ,26,96,0
  21:35:28 ,24,97,0
  21:35:27 ,25,94,0
  21:35:27 ,25,96,0
  21:35:27 ,23,96,0
  21:35:27 ,27,94,0
  21:35:27 ,28,95,0
  21:35:26 ,24,97,0
  21:35:26 ,24,97,0
  21:35:26 ,24,96,0
  21:35:26 ,27,95,0
  21:35:26 ,25,95,0
  21:35:25 ,26,94,0
  21:35:25 ,27,92,0
  21:35:25 ,27,93,0
  21:35:25 ,27,93,0
  21:35:25 ,26,95,0
  21:35:24 ,27,94,0
  21:35:24 ,21,100,0
  21:35:24 ,22,97,0
  21:35:24 ,26,95,0
  21:35:24 ,25,98,0
  21:35:23 ,21,99,0
  21:35:23 ,22,99,0
  21:35:23 ,23,99,0
  21:35:23 ,24,97,0
  21:35:23 ,23,98,0
  21:35:22 ,26,97,0
  21:35:22 ,25,97,0
  21:35:22 ,20,100,0
  21:35:22 ,23,97,0
  21:35:22 ,28,93,0
  21:35:21 ,27,93,0
  21:35:21 ,32,89,0
  21:35:21 ,27,95,0
  21:35:21 ,25,97,0
  21:35:21 ,22,99,0
  21:35:20 ,21,100,0
  21:35:20 ,22,100,0
  21:35:20 ,24,97,0
  21:35:20 ,23,99,0
  21:35:20 ,20,101,0
  21:35:19 ,25,97,0
  21:35:19 ,20,102,0
  21:35:19 ,22,100,0
  21:35:19 ,22,99,0
  21:35:19 ,22,100,0
  21:35:18 ,21,101,0
  21:35:18 ,23,100,0
  21:35:18 ,23,100,0
  21:35:18 ,24,99,0
  21:35:18 ,23,98,0
  21:35:17 ,22,101,0
  21:35:17 ,29,92,0
  21:35:17 ,30,91,0
  21:35:17 ,30,93,0
  21:35:17 ,25,98,0
  21:35:16 ,22,101,0
  21:35:16 ,24,99,0
  21:35:16 ,25,97,0
  21:35:16 ,30,94,0
  21:35:16 ,29,86,0
  21:35:15 ,37,90,0
  21:35:15 ,12,97,0
  21:35:15 ,17,76,0
  21:35:15 ,66,0,0
  21:35:15 ,66,0,0
  21:35:14 ,66,8,0
  21:35:14 ,25,65,0
  21:35:14 ,33,64,0
  21:35:14 ,66,0,0
  21:35:14 ,66,0,0
  21:35:13 ,65,0,0
  21:35:13 ,60,0,0
  21:35:13 ,66,0,0
