时间,电压传感器值,电流传感器值,位移传感器值
  21:19:01 ,67,0,0
  21:19:01 ,67,0,0
  21:19:01 ,67,0,0
  21:19:01 ,67,0,0
  21:19:00 ,67,0,0
  21:19:00 ,67,0,0
  21:19:00 ,67,0,0
  21:19:00 ,67,0,0
  21:19:00 ,67,0,0
  21:18:59 ,67,0,0
  21:18:59 ,67,0,0
  21:18:59 ,67,0,0
  21:18:59 ,67,0,0
  21:18:59 ,67,0,0
  21:18:58 ,67,0,0
  21:18:58 ,67,0,0
  21:18:58 ,67,0,0
  21:18:58 ,67,0,0
  21:18:58 ,67,0,0
  21:18:57 ,67,0,0
  21:18:57 ,67,0,0
  21:18:57 ,67,0,0
  21:18:57 ,67,0,0
  21:18:57 ,67,0,0
  21:18:56 ,67,0,0
  21:18:56 ,67,0,0
  21:18:56 ,67,0,0
  21:18:56 ,67,0,0
  21:18:56 ,67,0,0
  21:18:55 ,67,0,0
  21:18:55 ,67,0,0
  21:18:55 ,67,0,0
  21:18:55 ,67,0,0
  21:18:55 ,67,0,0
  21:18:54 ,67,0,0
  21:18:54 ,67,0,0
  21:18:54 ,67,1,0
  21:18:54 ,63,29,0
  21:18:54 ,23,95,0
  21:18:53 ,29,91,0
  21:18:53 ,25,94,0
  21:18:53 ,29,91,0
  21:18:53 ,32,89,0
  21:18:53 ,27,92,0
  21:18:52 ,31,91,0
  21:18:52 ,26,95,0
  21:18:52 ,26,95,0
  21:18:52 ,25,95,0
  21:18:52 ,29,93,0
  21:18:51 ,25,98,0
  21:18:51 ,25,97,0
  21:18:51 ,31,89,0
  21:18:51 ,32,88,0
  21:18:51 ,29,90,0
  21:18:50 ,33,88,0
  21:18:50 ,29,90,0
  21:18:50 ,28,94,0
  21:18:50 ,27,95,0
  21:18:50 ,23,99,0
  21:18:49 ,21,99,0
  21:18:49 ,25,95,0
  21:18:49 ,24,96,0
  21:18:49 ,24,99,0
  21:18:49 ,21,99,0
  21:18:48 ,26,95,0
  21:18:48 ,27,94,0
  21:18:48 ,27,94,0
  21:18:48 ,23,97,0
  21:18:48 ,24,96,0
  21:18:47 ,25,96,0
  21:18:47 ,29,95,0
  21:18:47 ,22,99,0
  21:18:47 ,25,94,0
  21:18:47 ,24,97,0
  21:18:46 ,22,100,0
  21:18:46 ,20,101,0
  21:18:46 ,21,99,0
  21:18:46 ,26,96,0
  21:18:46 ,26,95,0
  21:18:45 ,21,99,0
  21:18:45 ,22,98,0
