时间,电压传感器值,电流传感器值,位移传感器值,
  22:20:07 ,66,0,0,
  22:20:07 ,66,0,0,
  22:20:07 ,66,0,0,
  22:20:07 ,66,0,0,
  22:20:06 ,66,0,0,
  22:20:06 ,66,0,0,
  22:20:06 ,66,0,0,
  22:20:06 ,66,0,0,
  22:20:06 ,66,0,0,
  22:20:05 ,66,0,0,
  22:20:05 ,66,0,0,
  22:20:05 ,66,0,0,
  22:20:05 ,66,0,0,
  22:20:05 ,66,0,0,
  22:20:04 ,66,0,0,
  22:20:04 ,66,0,0,
  22:20:04 ,66,0,0,
  22:20:04 ,66,0,0,
  22:20:04 ,66,0,0,
  22:20:03 ,66,0,0,
  22:20:03 ,66,0,0,
  22:20:03 ,66,0,0,
  22:20:03 ,66,0,0,
  22:20:03 ,66,0,0,
  22:20:02 ,66,0,0,
  22:20:02 ,66,0,0,
  22:20:02 ,66,0,0,
  22:20:02 ,66,0,0,
  22:20:02 ,65,0,0,
  22:20:01 ,65,0,0,
  22:20:01 ,65,4,0,
  22:20:01 ,40,68,0,
  22:20:01 ,22,96,0,
  22:20:01 ,22,97,0,
  22:20:00 ,21,97,0,
  22:20:00 ,22,97,0,
  22:20:00 ,22,97,0,
  22:20:00 ,21,97,0,
  22:20:00 ,18,99,0,
  22:19:59 ,22,98,0,
  22:19:59 ,20,98,0,
  22:19:59 ,21,96,0,
  22:19:59 ,21,97,0,
  22:19:59 ,20,98,0,
  22:19:58 ,22,98,0,
  22:19:58 ,20,98,0,
  22:19:58 ,21,99,0,
  22:19:58 ,19,100,0,
  22:19:58 ,20,99,0,
  22:19:57 ,20,98,0,
  22:19:57 ,21,97,0,
  22:19:57 ,22,97,0,
  22:19:57 ,24,95,0,
  22:19:57 ,24,94,0,
  22:19:56 ,22,98,0,
  22:19:56 ,21,98,0,
  22:19:56 ,22,95,0,
  22:19:56 ,21,97,0,
  22:19:56 ,23,96,0,
  22:19:55 ,22,99,0,
  22:19:55 ,24,97,0,
  22:19:55 ,21,99,0,
  22:19:55 ,23,96,0,
  22:19:55 ,26,95,0,
  22:19:54 ,18,98,0,
  22:19:54 ,23,98,0,
  22:19:54 ,21,100,0,
  22:19:54 ,22,99,0,
  22:19:54 ,22,98,0,
  22:19:53 ,22,98,0,
  22:19:53 ,21,99,0,
  22:19:53 ,21,101,0,
  22:19:53 ,21,100,0,
  22:19:53 ,21,101,0,
  22:19:52 ,19,102,0,
  22:19:52 ,17,105,0,
  22:19:52 ,5,112,0,
  22:19:52 ,7,83,0,
  22:19:52 ,66,3,0,
  22:19:51 ,34,75,0,
  22:19:51 ,66,0,0,
  22:19:51 ,66,0,0,
  22:19:51 ,66,0,0,
  22:19:51 ,66,0,0,
  22:19:50 ,66,0,0,
  22:19:50 ,66,0,0,
  22:19:50 ,66,0,0,
  22:19:50 ,66,0,0,
  22:19:50 ,66,0,0,
  22:19:49 ,66,0,0,
  22:19:49 ,66,0,0,
  22:19:49 ,66,0,0,
  22:19:49 ,66,0,0,
  22:19:49 ,66,0,0,
  22:19:48 ,66,0,0,
  22:19:48 ,66,0,0,
  22:19:48 ,66,0,0,
  22:19:48 ,66,0,0,
  22:19:48 ,66,0,0,
  22:19:47 ,66,0,0,
  22:19:47 ,66,0,0,
  22:19:47 ,66,0,0,
  22:19:47 ,66,0,0,
  22:19:47 ,66,0,0,
  22:19:46 ,66,0,0,
  22:19:46 ,66,0,0,
  22:19:46 ,66,0,0,
  22:19:46 ,66,0,0,
  22:19:46 ,66,0,0,
  22:19:45 ,66,0,0,
  22:19:45 ,66,0,0,
  22:19:45 ,66,0,0,
  22:19:45 ,66,0,0,
  22:19:45 ,66,0,0,
  22:19:44 ,66,0,0,
  22:19:44 ,66,0,0,
  22:19:44 ,66,0,0,
