时间,电压传感器值,电流传感器值,位移传感器值,
  22:17:32 ,65,0,0,
  22:17:32 ,65,0,0,
  22:17:31 ,65,0,0,
  22:17:31 ,65,0,0,
  22:17:31 ,65,0,0,
  22:17:31 ,65,0,0,
  22:17:31 ,65,0,0,
  22:17:30 ,65,0,0,
  22:17:30 ,65,0,0,
  22:17:30 ,65,0,0,
  22:17:30 ,65,0,0,
  22:17:30 ,65,0,0,
  22:17:29 ,65,0,0,
  22:17:29 ,65,0,0,
  22:17:29 ,65,0,0,
  22:17:29 ,65,0,0,
  22:17:29 ,65,0,0,
  22:17:28 ,65,0,0,
  22:17:28 ,65,0,0,
  22:17:28 ,65,0,0,
  22:17:28 ,65,0,0,
  22:17:28 ,65,0,0,
  22:17:27 ,65,0,0,
  22:17:27 ,65,0,0,
  22:17:27 ,65,0,0,
  22:17:27 ,65,0,0,
  22:17:27 ,65,0,0,
  22:17:26 ,65,0,0,
  22:17:26 ,65,0,0,
  22:17:26 ,65,0,0,
  22:17:26 ,65,0,0,
  22:17:26 ,65,0,0,
  22:17:25 ,65,0,0,
  22:17:25 ,65,0,0,
  22:17:25 ,64,0,0,
  22:17:25 ,64,0,0,
  22:17:25 ,64,0,0,
  22:17:24 ,64,10,0,
  22:17:24 ,31,85,0,
  22:17:24 ,31,84,0,
  22:17:24 ,29,86,0,
  22:17:24 ,31,85,0,
  22:17:23 ,27,90,0,
  22:17:23 ,23,92,0,
  22:17:23 ,24,92,0,
  22:17:23 ,25,90,0,
  22:17:23 ,30,87,0,
  22:17:22 ,29,88,0,
  22:17:22 ,29,88,0,
  22:17:22 ,29,88,0,
  22:17:22 ,25,90,0,
  22:17:22 ,28,89,0,
  22:17:21 ,24,93,0,
  22:17:21 ,25,91,0,
  22:17:21 ,27,92,0,
  22:17:21 ,27,90,0,
  22:17:21 ,29,90,0,
  22:17:20 ,26,92,0,
  22:17:20 ,23,93,0,
  22:17:20 ,28,89,0,
  22:17:20 ,26,91,0,
  22:17:20 ,24,93,0,
  22:17:19 ,23,92,0,
  22:17:19 ,26,92,0,
  22:17:19 ,24,93,0,
  22:17:19 ,25,93,0,
  22:17:19 ,25,93,0,
  22:17:18 ,27,92,0,
  22:17:18 ,25,92,0,
  22:17:18 ,23,94,0,
  22:17:18 ,30,88,0,
  22:17:18 ,24,94,0,
  22:17:17 ,23,95,0,
  22:17:17 ,22,95,0,
  22:17:17 ,23,93,0,
  22:17:17 ,25,92,0,
  22:17:17 ,23,94,0,
  22:17:16 ,23,95,0,
  22:17:16 ,26,92,0,
  22:17:16 ,26,93,0,
  22:17:16 ,21,95,0,
  22:17:16 ,24,93,0,
  22:17:15 ,29,89,0,
  22:17:15 ,26,91,0,
  22:17:15 ,28,92,0,
  22:17:15 ,21,97,0,
  22:17:15 ,22,96,0,
  22:17:14 ,22,96,0,
  22:17:14 ,24,93,0,
  22:17:14 ,22,95,0,
  22:17:14 ,23,95,0,
  22:17:14 ,23,96,0,
  22:17:13 ,21,97,0,
  22:17:13 ,21,96,0,
  22:17:13 ,23,94,0,
  22:17:13 ,23,96,0,
  22:17:13 ,24,96,0,
  22:17:12 ,21,97,0,
  22:17:12 ,23,93,0,
  22:17:12 ,23,94,0,
  22:17:12 ,24,93,0,
  22:17:12 ,24,93,0,
  22:17:11 ,25,93,0,
  22:17:11 ,22,95,0,
  22:17:11 ,21,96,0,
  22:17:11 ,25,93,0,
  22:17:11 ,24,93,0,
  22:17:10 ,22,96,0,
  22:17:10 ,22,97,0,
  22:17:10 ,20,95,0,
  22:17:10 ,24,93,0,
  22:17:10 ,23,94,0,
  22:17:09 ,23,96,0,
  22:17:09 ,21,97,0,
  22:17:09 ,23,94,0,
  22:17:09 ,25,93,0,
  22:17:09 ,23,95,0,
  22:17:08 ,22,95,0,
  22:17:08 ,22,95,0,
  22:17:08 ,23,95,0,
  22:17:08 ,22,97,0,
  22:17:08 ,24,94,0,
  22:17:07 ,23,94,0,
  22:17:07 ,28,90,0,
  22:17:07 ,28,90,0,
  22:17:07 ,25,90,0,
  22:17:07 ,23,94,0,
  22:17:06 ,25,93,0,
  22:17:06 ,25,92,0,
  22:17:06 ,25,93,0,
  22:17:06 ,24,94,0,
  22:17:06 ,22,96,0,
  22:17:05 ,21,97,0,
  22:17:05 ,23,96,0,
  22:17:05 ,23,93,0,
  22:17:05 ,25,92,0,
  22:17:05 ,25,94,0,
  22:17:04 ,29,87,0,
  22:17:04 ,26,91,0,
  22:17:04 ,23,93,0,
  22:17:04 ,26,92,0,
  22:17:04 ,25,94,0,
  22:17:03 ,21,96,0,
  22:17:03 ,22,95,0,
  22:17:03 ,25,94,0,
  22:17:03 ,22,96,0,
  22:17:03 ,26,92,0,
  22:17:02 ,24,93,0,
  22:17:02 ,23,95,0,
  22:17:02 ,22,95,0,
  22:17:02 ,22,97,0,
  22:17:02 ,25,92,0,
  22:17:01 ,22,96,0,
  22:17:01 ,25,94,0,
