时间,电压传感器值,电流传感器值,位移传感器值,
  22:10:44 ,65,0,0,
  22:10:44 ,65,0,0,
  22:10:44 ,65,0,0,
  22:10:44 ,65,0,0,
  22:10:44 ,65,0,0,
  22:10:43 ,65,0,0,
  22:10:43 ,65,0,0,
  22:10:43 ,65,0,0,
  22:10:43 ,65,0,0,
  22:10:43 ,65,0,0,
  22:10:42 ,65,0,0,
  22:10:42 ,65,0,0,
  22:10:42 ,65,0,0,
  22:10:42 ,65,0,0,
  22:10:42 ,65,0,0,
  22:10:41 ,65,0,0,
  22:10:41 ,65,0,0,
  22:10:41 ,65,0,0,
  22:10:41 ,65,0,0,
  22:10:41 ,65,0,0,
  22:10:40 ,65,0,0,
  22:10:40 ,65,0,0,
  22:10:40 ,65,0,0,
  22:10:40 ,65,0,0,
  22:10:40 ,65,0,0,
  22:10:39 ,65,0,0,
  22:10:39 ,65,0,0,
  22:10:39 ,65,0,0,
  22:10:39 ,65,0,0,
  22:10:39 ,65,0,0,
  22:10:38 ,63,22,0,
  22:10:38 ,26,89,0,
  22:10:38 ,31,85,0,
  22:10:38 ,26,90,0,
  22:10:38 ,26,91,0,
  22:10:37 ,22,93,0,
  22:10:37 ,27,91,0,
  22:10:37 ,24,94,0,
  22:10:37 ,20,96,0,
  22:10:37 ,24,94,0,
  22:10:36 ,25,93,0,
  22:10:36 ,23,96,0,
  22:10:36 ,25,93,0,
  22:10:36 ,23,95,0,
  22:10:36 ,22,95,0,
  22:10:35 ,23,93,0,
  22:10:35 ,22,95,0,
  22:10:35 ,21,95,0,
  22:10:35 ,23,95,0,
  22:10:35 ,21,96,0,
  22:10:34 ,21,96,0,
  22:10:34 ,21,97,0,
  22:10:34 ,23,94,0,
  22:10:34 ,22,94,0,
  22:10:34 ,22,96,0,
  22:10:33 ,23,95,0,
  22:10:33 ,24,93,0,
  22:10:33 ,24,94,0,
  22:10:33 ,21,95,0,
  22:10:33 ,20,95,0,
  22:10:32 ,24,94,0,
  22:10:32 ,25,93,0,
  22:10:32 ,22,94,0,
  22:10:32 ,23,94,0,
  22:10:32 ,20,96,0,
  22:10:31 ,22,94,0,
  22:10:31 ,25,93,0,
  22:10:31 ,24,93,0,
  22:10:31 ,23,94,0,
  22:10:31 ,23,95,0,
  22:10:30 ,23,94,0,
  22:10:30 ,25,92,0,
  22:10:30 ,27,91,0,
  22:10:30 ,25,93,0,
  22:10:30 ,23,93,0,
  22:10:29 ,21,95,0,
  22:10:29 ,22,93,0,
  22:10:29 ,23,93,0,
  22:10:29 ,24,95,0,
  22:10:29 ,24,93,0,
  22:10:28 ,23,95,0,
  22:10:28 ,25,92,0,
  22:10:28 ,25,91,0,
  22:10:28 ,28,90,0,
  22:10:28 ,24,93,0,
  22:10:27 ,24,95,0,
  22:10:27 ,25,92,0,
  22:10:27 ,21,95,0,
  22:10:27 ,22,95,0,
  22:10:27 ,25,92,0,
  22:10:26 ,27,91,0,
  22:10:26 ,22,95,0,
  22:10:26 ,24,94,0,
  22:10:26 ,22,96,0,
  22:10:26 ,19,96,0,
  22:10:25 ,25,93,0,
  22:10:25 ,23,96,0,
  22:10:25 ,21,95,0,
  22:10:25 ,23,94,0,
  22:10:25 ,22,95,0,
  22:10:24 ,22,95,0,
  22:10:24 ,24,94,0,
  22:10:24 ,24,93,0,
  22:10:24 ,23,95,0,
  22:10:24 ,24,92,0,
  22:10:23 ,23,95,0,
  22:10:23 ,22,95,0,
  22:10:23 ,27,92,0,
  22:10:23 ,21,96,0,
  22:10:23 ,23,94,0,
  22:10:22 ,27,92,0,
  22:10:22 ,24,96,0,
  22:10:22 ,24,95,0,
  22:10:22 ,23,94,0,
  22:10:22 ,25,92,0,
  22:10:21 ,26,92,0,
  22:10:21 ,23,93,0,
  22:10:21 ,29,91,0,
  22:10:21 ,22,95,0,
  22:10:21 ,29,88,0,
  22:10:20 ,24,95,0,
  22:10:20 ,24,93,0,
  22:10:20 ,25,92,0,
  22:10:20 ,27,92,0,
  22:10:20 ,26,90,0,
  22:10:19 ,26,92,0,
  22:10:19 ,28,90,0,
  22:10:19 ,26,91,0,
  22:10:19 ,23,94,0,
  22:10:19 ,24,95,0,
  22:10:18 ,25,93,0,
  22:10:18 ,25,93,0,
  22:10:18 ,32,67,0,
  22:10:18 ,57,41,0,
  22:10:18 ,65,0,0,
  22:10:17 ,59,0,0,
  22:10:17 ,65,0,0,
  22:10:17 ,64,0,0,
  22:10:17 ,65,0,0,
  22:10:17 ,65,0,0,
  22:10:16 ,65,0,0,
  22:10:16 ,65,0,0,
  22:10:16 ,65,0,0,
  22:10:16 ,65,0,0,
  22:10:16 ,65,0,0,
  22:10:15 ,65,0,0,
  22:10:15 ,65,0,0,
  22:10:15 ,65,0,0,
  22:10:15 ,65,0,0,
  22:10:15 ,65,0,0,
  22:10:14 ,65,0,0,
  22:10:14 ,65,0,0,
  22:10:14 ,65,0,0,
  22:10:14 ,65,0,0,
  22:10:14 ,65,0,0,
  22:10:13 ,65,0,0,
  22:10:13 ,65,0,0,
  22:10:13 ,65,0,0,
  22:10:13 ,65,0,0,
  22:10:13 ,65,0,0,
  22:10:12 ,65,0,0,
  22:10:12 ,65,0,0,
  22:10:12 ,65,0,0,
  22:10:12 ,65,0,0,
