时间,电压传感器值,电流传感器值,位移传感器值
  21:57:05 ,66,0,0
  21:57:05 ,66,0,0
  21:57:05 ,66,0,0
  21:57:05 ,66,0,0
  21:57:05 ,66,0,0
  21:57:04 ,66,0,0
  21:57:04 ,66,0,0
  21:57:04 ,66,0,0
  21:57:04 ,66,0,0
  21:57:04 ,66,0,0
  21:57:03 ,66,0,0
  21:57:03 ,66,0,0
  21:57:03 ,66,0,0
  21:57:03 ,66,0,0
  21:57:03 ,66,0,0
  21:57:02 ,66,0,0
  21:57:02 ,66,0,0
  21:57:02 ,66,0,0
  21:57:02 ,66,0,0
  21:57:02 ,66,0,0
  21:57:01 ,66,0,0
  21:57:01 ,66,0,0
  21:57:01 ,66,0,0
  21:57:01 ,66,0,0
  21:57:01 ,66,0,0
  21:57:00 ,66,0,0
  21:57:00 ,66,0,0
  21:57:00 ,66,0,0
  21:57:00 ,66,0,0
  21:57:00 ,66,0,0
  21:56:59 ,66,0,0
  21:56:59 ,66,0,0
  21:56:59 ,66,0,0
  21:56:59 ,66,0,0
  21:56:59 ,66,0,0
  21:56:58 ,66,0,0
  21:56:58 ,66,0,0
  21:56:58 ,66,0,0
  21:56:58 ,66,0,0
  21:56:58 ,65,4,0
  21:56:57 ,38,82,0
  21:56:57 ,30,91,0
  21:56:57 ,29,92,0
  21:56:57 ,26,94,0
  21:56:57 ,25,95,0
  21:56:56 ,25,98,0
  21:56:56 ,25,96,0
  21:56:56 ,24,97,0
  21:56:56 ,26,96,0
  21:56:56 ,32,88,0
  21:56:55 ,26,94,0
  21:56:55 ,27,95,0
  21:56:55 ,24,96,0
  21:56:55 ,29,92,0
  21:56:55 ,23,99,0
  21:56:54 ,23,97,0
  21:56:54 ,25,98,0
  21:56:54 ,22,98,0
  21:56:54 ,29,94,0
  21:56:54 ,26,96,0
  21:56:53 ,24,97,0
  21:56:53 ,24,98,0
  21:56:53 ,26,97,0
  21:56:53 ,23,98,0
  21:56:53 ,27,94,0
  21:56:52 ,26,95,0
  21:56:52 ,29,92,0
  21:56:52 ,30,92,0
  21:56:52 ,32,93,0
  21:56:52 ,12,103,0
  21:56:51 ,66,0,0
  21:56:51 ,66,6,0
  21:56:51 ,36,71,0
  21:56:51 ,43,63,0
  21:56:51 ,27,99,0
  21:56:50 ,47,10,0
  21:56:50 ,66,0,0
  21:56:50 ,65,15,0
  21:56:50 ,56,11,0
  21:56:50 ,26,102,0
  21:56:49 ,6,98,0
  21:56:49 ,66,1,0
  21:56:49 ,51,48,0
  21:56:49 ,65,26,0
  21:56:49 ,6,115,0
  21:56:48 ,33,31,0
  21:56:48 ,63,26,0
  21:56:48 ,66,0,0
  21:56:48 ,66,1,0
  21:56:48 ,64,38,0
  21:56:47 ,6,115,0
  21:56:47 ,28,29,0
  21:56:47 ,66,0,0
  21:56:47 ,64,21,0
  21:56:47 ,35,81,0
  21:56:46 ,66,0,0
  21:56:46 ,66,0,0
  21:56:46 ,66,0,0
  21:56:46 ,66,0,0
  21:56:46 ,66,0,0
  21:56:45 ,66,0,0
  21:56:45 ,66,0,0
  21:56:45 ,66,0,0
  21:56:45 ,66,0,0
  21:56:45 ,66,0,0
  21:56:44 ,65,2,0
  21:56:44 ,60,53,0
  21:56:44 ,6,119,0
  21:56:44 ,5,119,0
  21:56:44 ,6,119,0
  21:56:43 ,6,119,0
  21:56:43 ,6,119,0
  21:56:43 ,6,119,0
  21:56:43 ,6,117,0
  21:56:43 ,12,94,0
  21:56:42 ,66,0,0
  21:56:42 ,65,20,0
  21:56:42 ,21,103,0
  21:56:42 ,65,1,0
  21:56:42 ,60,41,0
  21:56:41 ,29,87,0
  21:56:41 ,6,112,0
  21:56:41 ,57,5,0
  21:56:41 ,66,0,0
  21:56:41 ,66,0,0
  21:56:40 ,66,0,0
  21:56:40 ,65,21,0
  21:56:40 ,31,99,0
  21:56:40 ,6,119,0
  21:56:40 ,6,119,0
  21:56:39 ,6,118,0
  21:56:39 ,8,109,0
  21:56:39 ,36,32,0
  21:56:39 ,66,0,0
  21:56:39 ,66,11,0
  21:56:38 ,6,117,0
  21:56:38 ,9,81,0
  21:56:38 ,66,0,0
  21:56:38 ,66,2,0
  21:56:38 ,60,52,0
  21:56:37 ,7,117,0
  21:56:37 ,8,104,0
  21:56:37 ,66,0,0
  21:56:37 ,66,0,0
  21:56:37 ,66,0,0
