时间,电压传感器值,电流传感器值,位移传感器值,
  11:31:57 ,0,0,0,
  11:31:57 ,0,0,0,
  11:31:57 ,0,0,0,
  11:31:57 ,0,0,0,
  11:31:56 ,0,0,0,
  11:31:56 ,0,0,0,
  11:31:56 ,0,0,0,
  11:31:56 ,0,0,0,
  11:31:56 ,0,0,0,
  11:31:55 ,0,0,0,
  11:31:55 ,0,0,0,
  11:31:55 ,0,0,0,
  11:31:55 ,0,0,0,
  11:31:55 ,0,0,0,
  11:31:54 ,0,0,0,
  11:31:54 ,0,0,0,
  11:31:54 ,0,0,0,
  11:31:54 ,0,0,0,
  11:31:54 ,0,0,0,
  11:31:53 ,0,0,0,
  11:31:53 ,0,0,0,
  11:31:53 ,0,0,0,
  11:31:53 ,0,0,0,
  11:31:53 ,0,0,0,
  11:31:52 ,0,0,0,
  11:31:52 ,0,0,0,
  11:31:52 ,0,0,0,
  11:31:52 ,0,0,0,
  11:31:52 ,0,0,0,
  11:31:51 ,0,0,0,
  11:31:51 ,0,0,0,
  11:31:51 ,0,0,0,
  11:31:51 ,0,0,0,
  11:31:51 ,0,0,0,
  11:31:50 ,0,0,0,
  11:31:50 ,0,0,0,
  11:31:50 ,0,0,0,
  11:31:50 ,0,0,0,
  11:31:50 ,0,0,0,
  11:31:49 ,0,0,0,
  11:31:49 ,0,0,0,
  11:31:49 ,0,0,0,
  11:31:49 ,0,0,0,
  11:31:49 ,0,0,0,
  11:31:48 ,0,0,0,
  11:31:48 ,0,0,0,
  11:31:48 ,0,0,0,
  11:31:48 ,0,0,0,
  11:31:48 ,0,0,0,
  11:31:47 ,0,0,0,
  11:31:47 ,0,0,0,
  11:31:47 ,0,0,0,
  11:31:47 ,0,0,0,
  11:31:47 ,0,0,0,
  11:31:46 ,0,0,0,
  11:31:46 ,0,0,0,
  11:31:46 ,0,0,0,
  11:31:46 ,0,0,0,
  11:31:46 ,0,0,0,
  11:31:45 ,0,0,0,
  11:31:45 ,0,0,0,
  11:31:45 ,0,0,0,
  11:31:45 ,0,0,0,
  11:31:45 ,0,0,0,
  11:31:44 ,0,0,0,
  11:31:44 ,0,0,0,
  11:31:44 ,0,0,0,
  11:31:44 ,0,0,0,
  11:31:44 ,0,0,0,
  11:31:43 ,0,0,0,
  11:31:43 ,0,0,0,
  11:31:43 ,0,0,0,
  11:31:43 ,0,0,0,
  11:31:43 ,0,0,0,
  11:31:42 ,0,0,0,
  11:31:42 ,0,0,0,
  11:31:42 ,0,0,0,
  11:31:42 ,0,0,0,
  11:31:42 ,0,0,0,
  11:31:41 ,0,0,0,
  11:31:41 ,0,0,0,
  11:31:41 ,0,0,0,
  11:31:41 ,0,0,0,
  11:31:41 ,0,0,0,
  11:31:40 ,0,0,0,
  11:31:40 ,0,0,0,
  11:31:40 ,0,0,0,
  11:31:40 ,0,0,0,
  11:31:40 ,0,0,0,
  11:31:39 ,0,0,0,
  11:31:39 ,0,0,0,
  11:31:39 ,0,0,0,
  11:31:39 ,0,0,0,
  11:31:39 ,0,0,0,
  11:31:38 ,0,0,0,
