时间,电压传感器值,电流传感器值,位移传感器值,
  14:28:44 ,0,0,0,
  14:28:44 ,0,0,0,
  14:28:44 ,0,0,0,
  14:28:43 ,0,0,0,
  14:28:43 ,0,0,0,
  14:28:43 ,0,0,0,
  14:28:43 ,0,0,0,
  14:28:43 ,0,0,0,
  14:28:42 ,0,0,0,
  14:28:42 ,0,0,0,
  14:28:42 ,0,0,0,
  14:28:42 ,0,0,0,
  14:28:42 ,0,0,0,
  14:28:41 ,0,0,0,
  14:28:41 ,0,1,0,
  14:28:41 ,0,1,0,
  14:28:41 ,0,1,0,
  14:28:41 ,0,1,0,
  14:28:40 ,0,1,0,
  14:28:40 ,0,1,0,
  14:28:40 ,0,1,0,
  14:28:40 ,0,1,0,
  14:28:40 ,0,1,0,
  14:28:39 ,0,1,0,
  14:28:39 ,0,1,0,
  14:28:39 ,0,1,0,
  14:28:39 ,0,1,0,
  14:28:39 ,0,1,0,
  14:28:38 ,0,1,0,
  14:28:38 ,0,1,0,
  14:28:38 ,0,1,0,
  14:28:38 ,0,1,0,
  14:28:38 ,0,1,0,
  14:28:37 ,0,8,0,
  14:28:37 ,0,77,0,
  14:28:37 ,0,78,0,
  14:28:37 ,0,82,0,
  14:28:37 ,0,82,0,
  14:28:36 ,0,80,0,
  14:28:36 ,0,81,0,
  14:28:36 ,0,79,0,
  14:28:36 ,0,81,0,
  14:28:36 ,0,81,0,
  14:28:35 ,0,77,0,
  14:28:35 ,0,78,0,
  14:28:35 ,0,78,0,
  14:28:35 ,0,81,0,
  14:28:35 ,0,84,0,
  14:28:34 ,0,80,0,
  14:28:34 ,0,82,0,
  14:28:34 ,0,78,0,
  14:28:34 ,0,76,0,
  14:28:34 ,0,79,0,
  14:28:33 ,0,74,0,
  14:28:33 ,0,76,0,
  14:28:33 ,0,74,0,
  14:28:33 ,0,78,0,
  14:28:33 ,0,73,0,
  14:28:32 ,0,77,0,
  14:28:32 ,0,75,0,
  14:28:32 ,0,81,0,
  14:28:32 ,0,78,0,
  14:28:32 ,0,78,0,
  14:28:31 ,0,74,0,
  14:28:31 ,0,76,0,
  14:28:31 ,0,76,0,
  14:28:31 ,0,79,0,
  14:28:31 ,0,78,0,
  14:28:30 ,0,77,0,
  14:28:30 ,0,76,0,
  14:28:30 ,0,76,0,
  14:28:30 ,0,81,0,
  14:28:30 ,0,81,0,
  14:28:29 ,0,82,0,
  14:28:29 ,0,79,0,
  14:28:29 ,0,75,0,
  14:28:29 ,0,79,0,
  14:28:29 ,0,81,0,
  14:28:28 ,0,80,0,
  14:28:28 ,0,77,0,
  14:28:28 ,0,71,0,
  14:28:28 ,0,71,0,
  14:28:28 ,0,69,0,
  14:28:27 ,0,76,0,
  14:28:27 ,0,78,0,
  14:28:27 ,0,75,0,
  14:28:27 ,0,76,0,
  14:28:27 ,0,75,0,
  14:28:26 ,0,71,0,
  14:28:26 ,0,79,0,
  14:28:26 ,0,75,0,
  14:28:26 ,0,79,0,
  14:28:26 ,0,76,0,
  14:28:25 ,0,74,0,
  14:28:25 ,0,77,0,
  14:28:25 ,0,76,0,
  14:28:25 ,0,76,0,
  14:28:25 ,0,76,0,
  14:28:24 ,0,76,0,
  14:28:24 ,0,76,0,
  14:28:24 ,0,80,0,
  14:28:24 ,0,77,0,
  14:28:24 ,0,78,0,
  14:28:23 ,0,86,0,
  14:28:23 ,0,82,0,
  14:28:23 ,0,82,0,
  14:28:23 ,0,82,0,
  14:28:23 ,0,77,0,
  14:28:22 ,0,81,0,
  14:28:22 ,0,80,0,
  14:28:22 ,0,78,0,
  14:28:22 ,0,84,0,
  14:28:22 ,0,84,0,
  14:28:21 ,0,88,0,
  14:28:21 ,0,88,0,
  14:28:21 ,0,82,0,
  14:28:21 ,0,85,0,
  14:28:21 ,0,81,0,
  14:28:20 ,0,77,0,
  14:28:20 ,0,79,0,
  14:28:20 ,0,78,0,
  14:28:20 ,0,79,0,
  14:28:20 ,0,77,0,
  14:28:19 ,0,78,0,
  14:28:19 ,0,76,0,
  14:28:19 ,0,78,0,
  14:28:19 ,0,78,0,
  14:28:19 ,0,75,0,
  14:28:18 ,0,76,0,
  14:28:18 ,0,78,0,
  14:28:18 ,0,73,0,
  14:28:18 ,0,61,0,
  14:28:18 ,0,34,0,
  14:28:17 ,0,0,0,
  14:28:17 ,0,0,0,
  14:28:17 ,0,0,0,
  14:28:17 ,0,0,0,
  14:28:17 ,0,0,0,
  14:28:16 ,0,0,0,
  14:28:16 ,0,0,0,
  14:28:16 ,0,0,0,
  14:28:16 ,0,0,0,
  14:28:16 ,0,0,0,
  14:28:15 ,0,0,0,
  14:28:15 ,0,0,0,
  14:28:15 ,0,0,0,
  14:28:15 ,0,0,0,
  14:28:15 ,0,0,0,
  14:28:14 ,0,0,0,
  14:28:14 ,0,0,0,
  14:28:14 ,0,0,0,
  14:28:14 ,0,0,0,
  14:28:14 ,0,0,0,
  14:28:13 ,0,0,0,
  14:28:13 ,0,0,0,
  14:28:13 ,0,0,0,
  14:28:13 ,0,0,0,
  14:28:13 ,0,0,0,
  14:28:12 ,0,0,0,
  14:28:12 ,0,0,0,
  14:28:12 ,0,0,0,
  14:28:12 ,0,0,0,
  14:28:12 ,0,0,0,
  14:28:11 ,0,0,0,
  14:28:11 ,0,0,0,
  14:28:11 ,0,0,0,
  14:28:11 ,0,0,0,
  14:28:11 ,0,0,0,
  14:28:10 ,0,0,0,
  14:28:10 ,0,0,0,
  14:28:10 ,0,0,0,
  14:28:10 ,0,0,0,
  14:28:10 ,0,0,0,
  14:28:09 ,0,0,0,
  14:28:09 ,0,0,0,
  14:28:09 ,0,0,0,
  14:28:09 ,0,0,0,
  14:28:09 ,0,0,0,
  14:28:08 ,0,0,0,
  14:28:08 ,0,0,0,
  14:28:08 ,0,0,0,
  14:28:08 ,0,0,0,
  14:28:08 ,0,0,0,
  14:28:07 ,0,0,0,
  14:28:07 ,0,0,0,
  14:28:07 ,0,0,0,
  14:28:07 ,0,0,0,
  14:28:07 ,0,0,0,
  14:28:06 ,0,0,0,
  14:28:06 ,0,0,0,
  14:28:06 ,0,0,0,
  14:28:06 ,0,0,0,
  14:28:06 ,0,0,0,
  14:28:05 ,0,0,0,
  14:28:05 ,0,0,0,
  14:28:05 ,0,0,0,
  14:28:05 ,0,0,0,
  14:28:05 ,0,0,0,
  14:28:04 ,0,0,0,
  14:28:04 ,0,0,0,
  14:28:04 ,0,0,0,
  14:28:04 ,0,0,0,
  14:28:04 ,0,0,0,
  14:28:03 ,0,0,0,
  14:28:03 ,0,0,0,
  14:28:03 ,0,0,0,
  14:28:03 ,0,0,0,
  14:28:03 ,0,0,0,
  14:28:02 ,0,0,0,
  14:28:02 ,0,0,0,
  14:28:02 ,0,0,0,
  14:28:02 ,0,0,0,
  14:28:02 ,0,0,0,
  14:28:01 ,0,0,0,
  14:28:01 ,0,0,0,
  14:28:01 ,0,0,0,
  14:28:01 ,0,0,0,
  14:28:01 ,0,0,0,
  14:28:00 ,0,0,0,
  14:28:00 ,0,0,0,
  14:28:00 ,0,0,0,
  14:28:00 ,0,0,0,
  14:28:00 ,0,0,0,
  14:27:59 ,0,0,0,
  14:27:59 ,0,0,0,
  14:27:59 ,0,0,0,
  14:27:59 ,0,0,0,
  14:27:59 ,0,0,0,
  14:27:58 ,0,0,0,
  14:27:58 ,0,0,0,
  14:27:58 ,0,0,0,
  14:27:58 ,0,0,0,
  14:27:58 ,0,0,0,
  14:27:57 ,0,0,0,
  14:27:57 ,0,0,0,
  14:27:57 ,0,0,0,
  14:27:57 ,0,0,0,
  14:27:57 ,0,0,0,
  14:27:56 ,0,0,0,
  14:27:56 ,0,0,0,
  14:27:56 ,0,0,0,
  14:27:56 ,0,0,0,
  14:27:56 ,0,0,0,
  14:27:55 ,0,0,0,
  14:27:55 ,0,0,0,
  14:27:55 ,0,0,0,
  14:27:55 ,0,0,0,
  14:27:55 ,0,0,0,
  14:27:54 ,0,0,0,
  14:27:54 ,0,0,0,
  14:27:54 ,0,0,0,
  14:27:54 ,0,0,0,
  14:27:54 ,0,0,0,
  14:27:53 ,0,0,0,
  14:27:53 ,0,0,0,
  14:27:53 ,0,0,0,
  14:27:53 ,0,0,0,
  14:27:53 ,0,0,0,
  14:27:52 ,0,0,0,
  14:27:52 ,0,0,0,
  14:27:52 ,0,0,0,
  14:27:52 ,0,0,0,
  14:27:52 ,0,0,0,
  14:27:51 ,0,0,0,
  14:27:51 ,0,0,0,
  14:27:51 ,0,0,0,
  14:27:51 ,0,0,0,
  14:27:51 ,0,0,0,
  14:27:50 ,0,0,0,
  14:27:50 ,0,0,0,
  14:27:50 ,0,1,0,
  14:27:50 ,0,1,0,
  14:27:50 ,0,1,0,
  14:27:49 ,0,1,0,
  14:27:49 ,0,2,0,
  14:27:49 ,0,29,0,
  14:27:49 ,0,79,0,
  14:27:49 ,0,81,0,
  14:27:48 ,0,79,0,
  14:27:48 ,0,81,0,
  14:27:48 ,0,78,0,
  14:27:48 ,0,77,0,
  14:27:48 ,0,75,0,
  14:27:47 ,0,74,0,
  14:27:47 ,0,77,0,
  14:27:47 ,0,81,0,
  14:27:47 ,0,80,0,
  14:27:47 ,0,79,0,
  14:27:46 ,0,80,0,
  14:27:46 ,0,77,0,
  14:27:46 ,0,79,0,
  14:27:46 ,0,88,0,
  14:27:46 ,0,83,0,
  14:27:45 ,0,85,0,
  14:27:45 ,0,80,0,
  14:27:45 ,0,78,0,
  14:27:45 ,0,79,0,
  14:27:45 ,0,80,0,
  14:27:44 ,0,85,0,
  14:27:44 ,0,85,0,
  14:27:44 ,0,84,0,
  14:27:44 ,0,81,0,
  14:27:44 ,0,77,0,
  14:27:43 ,0,77,0,
  14:27:43 ,0,85,0,
  14:27:43 ,0,87,0,
  14:27:43 ,0,85,0,
  14:27:43 ,0,86,0,
  14:27:42 ,0,81,0,
  14:27:42 ,0,82,0,
  14:27:42 ,0,81,0,
  14:27:42 ,0,84,0,
  14:27:42 ,0,83,0,
  14:27:41 ,0,86,0,
  14:27:41 ,0,85,0,
  14:27:41 ,0,83,0,
  14:27:41 ,0,81,0,
  14:27:41 ,0,84,0,
  14:27:40 ,0,86,0,
  14:27:40 ,0,85,0,
  14:27:40 ,0,86,0,
  14:27:40 ,0,85,0,
  14:27:40 ,0,85,0,
  14:27:39 ,0,82,0,
  14:27:39 ,0,84,0,
  14:27:39 ,0,87,0,
  14:27:39 ,0,86,0,
  14:27:39 ,0,87,0,
  14:27:38 ,0,84,0,
  14:27:38 ,0,79,0,
  14:27:38 ,0,83,0,
  14:27:38 ,0,83,0,
  14:27:38 ,0,83,0,
  14:27:37 ,0,78,0,
  14:27:37 ,0,79,0,
  14:27:37 ,0,78,0,
  14:27:37 ,0,77,0,
  14:27:37 ,0,79,0,
  14:27:36 ,0,78,0,
  14:27:36 ,0,79,0,
  14:27:36 ,0,83,0,
  14:27:36 ,0,85,0,
  14:27:36 ,0,81,0,
  14:27:35 ,0,85,0,
  14:27:35 ,0,89,0,
  14:27:35 ,0,83,0,
  14:27:35 ,0,89,0,
  14:27:35 ,0,89,0,
  14:27:34 ,0,87,0,
  14:27:34 ,0,82,0,
  14:27:34 ,0,85,0,
  14:27:34 ,0,85,0,
  14:27:34 ,0,78,0,
  14:27:33 ,0,77,0,
  14:27:33 ,0,83,0,
  14:27:33 ,0,81,0,
  14:27:33 ,0,87,0,
  14:27:33 ,0,45,0,
  14:27:32 ,0,0,0,
  14:27:32 ,0,2,0,
  14:27:32 ,0,38,0,
  14:27:32 ,0,0,0,
  14:27:32 ,0,0,0,
  14:27:31 ,0,0,0,
  14:27:31 ,0,0,0,
  14:27:31 ,0,0,0,
  14:27:31 ,0,0,0,
  14:27:31 ,0,0,0,
  14:27:30 ,0,0,0,
  14:27:30 ,0,0,0,
  14:27:30 ,0,0,0,
  14:27:30 ,0,0,0,
  14:27:30 ,0,0,0,
  14:27:29 ,0,0,0,
  14:27:29 ,0,0,0,
  14:27:29 ,0,0,0,
  14:27:29 ,0,0,0,
  14:27:29 ,0,0,0,
  14:27:28 ,0,0,0,
  14:27:28 ,0,0,0,
  14:27:28 ,0,0,0,
  14:27:28 ,0,0,0,
  14:27:28 ,0,0,0,
  14:27:27 ,0,0,0,
  14:27:27 ,0,0,0,
  14:27:27 ,0,0,0,
  14:27:27 ,0,0,0,
  14:27:27 ,0,0,0,
  14:27:26 ,0,0,0,
  14:27:26 ,0,0,0,
  14:27:26 ,0,0,0,
  14:27:26 ,0,0,0,
  14:27:26 ,0,0,0,
  14:27:25 ,0,0,0,
  14:27:25 ,0,0,0,
  14:27:25 ,0,0,0,
  14:27:25 ,0,0,0,
  14:27:25 ,0,0,0,
  14:27:24 ,0,0,0,
  14:27:24 ,0,0,0,
  14:27:24 ,0,0,0,
  14:27:24 ,0,0,0,
  14:27:24 ,0,0,0,
  14:27:23 ,0,0,0,
  14:27:23 ,0,0,0,
  14:27:23 ,0,0,0,
  14:27:23 ,0,0,0,
  14:27:23 ,0,0,0,
  14:27:22 ,0,0,0,
  14:27:22 ,0,0,0,
  14:27:22 ,0,0,0,
  14:27:22 ,0,0,0,
  14:27:22 ,0,0,0,
  14:27:21 ,0,0,0,
  14:27:21 ,0,0,0,
  14:27:21 ,0,0,0,
  14:27:21 ,0,0,0,
  14:27:21 ,0,0,0,
  14:27:20 ,0,0,0,
  14:27:20 ,0,0,0,
  14:27:20 ,0,0,0,
  14:27:20 ,0,0,0,
  14:27:20 ,0,0,0,
  14:27:19 ,0,0,0,
  14:27:19 ,0,0,0,
  14:27:19 ,0,0,0,
  14:27:19 ,0,0,0,
  14:27:19 ,0,0,0,
  14:27:18 ,0,0,0,
  14:27:18 ,0,0,0,
  14:27:18 ,0,0,0,
  14:27:18 ,0,0,0,
  14:27:18 ,0,0,0,
  14:27:17 ,0,0,0,
  14:27:17 ,0,0,0,
  14:27:17 ,0,0,0,
  14:27:17 ,0,0,0,
  14:27:17 ,0,0,0,
  14:27:16 ,0,0,0,
  14:27:16 ,0,0,0,
  14:27:16 ,0,0,0,
  14:27:16 ,0,0,0,
  14:27:16 ,0,0,0,
  14:27:15 ,0,0,0,
  14:27:15 ,0,0,0,
  14:27:15 ,0,0,0,
  14:27:15 ,0,0,0,
  14:27:15 ,0,0,0,
  14:27:14 ,0,0,0,
  14:27:14 ,0,0,0,
  14:27:14 ,0,0,0,
  14:27:14 ,0,0,0,
  14:27:14 ,0,0,0,
  14:27:13 ,0,0,0,
  14:27:13 ,0,0,0,
  14:27:13 ,0,0,0,
  14:27:13 ,0,0,0,
  14:27:13 ,0,0,0,
  14:27:12 ,0,0,0,
