时间,电压传感器值,电流传感器值,位移传感器值,
  11:43:51 ,0,0,0,
  11:43:51 ,0,0,0,
  11:43:51 ,0,0,0,
  11:43:51 ,0,0,0,
  11:43:51 ,0,0,0,
  11:43:50 ,0,0,0,
  11:43:50 ,0,0,0,
  11:43:50 ,0,0,0,
  11:43:50 ,0,0,0,
  11:43:50 ,0,0,0,
  11:43:49 ,0,0,0,
  11:43:49 ,0,0,0,
  11:43:49 ,0,0,0,
  11:43:49 ,0,0,0,
  11:43:49 ,0,0,0,
  11:43:48 ,0,0,0,
  11:43:48 ,0,0,0,
  11:43:48 ,0,0,0,
  11:43:48 ,0,0,0,
  11:43:48 ,0,0,0,
  11:43:47 ,0,0,0,
  11:43:47 ,0,0,0,
  11:43:47 ,0,0,0,
  11:43:47 ,0,0,0,
  11:43:47 ,0,0,0,
  11:43:46 ,0,0,0,
  11:43:46 ,0,0,0,
  11:43:46 ,0,0,0,
  11:43:46 ,0,0,0,
  11:43:46 ,0,0,0,
  11:43:45 ,0,0,0,
  11:43:45 ,0,0,0,
  11:43:45 ,0,0,0,
  11:43:45 ,0,0,0,
  11:43:45 ,0,0,0,
  11:43:44 ,0,0,0,
  11:43:44 ,0,0,0,
  11:43:44 ,0,0,0,
  11:43:44 ,0,0,0,
  11:43:44 ,0,0,0,
  11:43:43 ,0,0,0,
  11:43:43 ,0,0,0,
  11:43:43 ,0,0,0,
  11:43:43 ,0,0,0,
  11:43:43 ,0,0,0,
  11:43:42 ,0,0,0,
  11:43:42 ,0,0,0,
  11:43:42 ,0,0,0,
  11:43:42 ,0,0,0,
  11:43:42 ,0,0,0,
  11:43:41 ,0,0,0,
  11:43:41 ,0,0,0,
  11:43:41 ,0,0,0,
  11:43:41 ,0,0,0,
  11:43:41 ,0,0,0,
  11:43:40 ,0,0,0,
  11:43:40 ,0,0,0,
  11:43:40 ,0,0,0,
  11:43:40 ,0,0,0,
  11:43:40 ,0,0,0,
  11:43:39 ,0,0,0,
  11:43:39 ,0,0,0,
  11:43:39 ,0,0,0,
  11:43:39 ,0,0,0,
  11:43:39 ,0,0,0,
  11:43:38 ,0,0,0,
  11:43:38 ,0,0,0,
  11:43:38 ,0,0,0,
  11:43:38 ,0,0,0,
  11:43:38 ,0,0,0,
  11:43:37 ,0,0,0,
  11:43:37 ,0,0,0,
  11:43:37 ,0,0,0,
  11:43:37 ,0,0,0,
  11:43:37 ,0,0,0,
  11:43:36 ,0,0,0,
  11:43:36 ,0,0,0,
  11:43:36 ,0,0,0,
