时间,电压传感器值,电流传感器值,位移传感器值
  16:20:18 ,0,0,0
  16:20:18 ,0,0,0
  16:20:18 ,0,0,0
  16:20:18 ,0,0,0
  16:20:17 ,0,0,0
  16:20:17 ,0,0,0
  16:20:17 ,0,0,0
  16:20:17 ,0,0,0
  16:20:17 ,0,0,0
  16:20:16 ,0,0,0
  16:20:16 ,0,0,0
  16:20:16 ,0,0,0
  16:20:16 ,0,0,0
  16:20:16 ,0,0,0
  16:20:15 ,0,0,0
  16:20:15 ,0,0,0
  16:20:15 ,0,0,0
  16:20:15 ,0,0,0
  16:20:15 ,0,0,0
  16:20:14 ,0,0,0
  16:20:14 ,0,0,0
  16:20:14 ,0,0,0
  16:20:14 ,0,0,0
  16:20:14 ,0,0,0
  16:20:13 ,0,0,0
  16:20:13 ,0,0,0
  16:20:13 ,0,0,0
  16:20:13 ,0,0,0
  16:20:13 ,0,0,0
  16:20:12 ,0,0,0
  16:20:12 ,0,0,0
  16:20:12 ,0,0,0
  16:20:12 ,0,0,0
  16:20:12 ,0,0,0
  16:20:11 ,0,0,0
  16:20:11 ,0,0,0
  16:20:11 ,0,0,0
  16:20:11 ,0,0,0
  16:20:11 ,0,0,0
  16:20:10 ,0,0,0
  16:20:10 ,0,0,0
  16:20:10 ,0,0,0
  16:20:10 ,0,0,0
  16:20:10 ,0,0,0
  16:20:09 ,0,0,0
  16:20:09 ,0,0,0
  16:20:09 ,0,0,0
  16:20:09 ,0,0,0
  16:20:09 ,0,0,0
  16:20:08 ,0,0,0
  16:20:08 ,0,0,0
  16:20:08 ,0,0,0
  16:20:08 ,0,0,0
  16:20:08 ,0,0,0
  16:20:07 ,0,0,0
  16:20:07 ,0,0,0
  16:20:07 ,0,0,0
  16:20:07 ,0,0,0
  16:20:07 ,0,0,0
  16:20:06 ,0,0,0
  16:20:06 ,0,0,0
  16:20:06 ,0,0,0
  16:20:06 ,0,0,0
  16:20:06 ,0,0,0
  16:20:05 ,0,0,0
  16:20:05 ,0,0,0
  16:20:05 ,0,0,0
  16:20:05 ,0,0,0
  16:20:05 ,0,0,0
  16:20:04 ,0,0,0
  16:20:04 ,0,0,0
  16:20:04 ,0,0,0
  16:20:04 ,0,0,0
  16:20:04 ,0,0,0
  16:20:03 ,0,0,0
  16:20:03 ,0,0,0
  16:20:03 ,0,0,0
  16:20:03 ,0,0,0
  16:20:03 ,0,0,0
  16:20:02 ,0,0,0
  16:20:02 ,0,0,0
  16:20:02 ,0,0,0
  16:20:02 ,0,0,0
  16:20:02 ,0,0,0
  16:20:01 ,0,0,0
  16:20:01 ,0,0,0
  16:20:01 ,0,0,0
  16:20:01 ,0,0,0
  16:20:01 ,0,0,0
  16:20:00 ,0,0,0
  16:20:00 ,0,0,0
  16:20:00 ,0,0,0
  16:20:00 ,0,0,0
  16:20:00 ,0,0,0
  16:19:59 ,0,0,0
  16:19:55 ,0,0,0
  16:19:55 ,0,0,0
  16:19:55 ,0,0,0
  16:19:54 ,0,0,0
  16:19:54 ,0,0,0
  16:19:54 ,0,0,0
  16:19:54 ,0,0,0
  16:19:54 ,0,0,0
  16:19:53 ,0,0,0
  16:19:53 ,0,0,0
  16:19:53 ,0,0,0
  16:19:53 ,0,0,0
  16:19:53 ,0,0,0
  16:19:52 ,0,0,0
  16:19:52 ,0,0,0
  16:19:52 ,0,0,0
  16:19:52 ,0,0,0
  16:19:52 ,0,0,0
  16:19:51 ,0,0,0
  16:19:51 ,0,0,0
  16:19:51 ,0,0,0
  16:19:51 ,0,0,0
  16:19:51 ,0,0,0
  16:19:50 ,0,0,0
  16:19:50 ,0,0,0
  16:19:50 ,0,0,0
  16:19:50 ,0,0,0
  16:19:50 ,0,0,0
  16:19:49 ,0,0,0
  16:19:49 ,0,0,0
  16:19:49 ,0,0,0
  16:19:49 ,0,0,0
  16:19:49 ,0,0,0
  16:19:48 ,0,0,0
  16:19:48 ,0,0,0
  16:19:48 ,0,0,0
  16:19:48 ,0,0,0
  16:19:48 ,0,0,0
  16:19:47 ,0,0,0
  16:19:47 ,0,0,0
  16:19:47 ,0,0,0
  16:19:47 ,0,0,0
  16:19:47 ,0,0,0
  16:19:46 ,0,0,0
  16:19:46 ,0,0,0
  16:19:46 ,0,0,0
  16:19:46 ,0,0,0
  16:19:46 ,0,0,0
  16:19:45 ,0,0,0
  16:19:45 ,0,0,0
  16:19:45 ,0,0,0
  16:19:45 ,0,0,0
